"","unique_identifier","dataset","population_id","plot","previous_generation","line","genealogy","pedigree","rep","treatment","block","row","col","trial","env","ADAPT","DF","DPM","FeSEED","FLCOL","GH","MEHA","MT2H","PHI","PLHA","POM","POM_corrected","PSC","seed_weight_PHI","SW100","SCP","SDBR","SSC","SSZ","total_weight_PHI","TSW","YDHA","YDHPL","ZnSEED","No_SEEDS","person","YdHa","POM_c2"
"6179","16ACC01724.000","Pal16C_drt",65,1724,NA,"DAB_106",NA,"RAA21 x CAL143","R2","T217","B19",46,5,"trial4","drought",NA,32,63,NA,"L",NA,3.1,1.86,NA,38,11,11,NA,NA,24,NA,NA,NA,NA,NA,331.128,1842.36,1803.574,NA,NA,NA,1543.599,11
"6180","16ACC01725.000","Pal16C_drt",65,1725,NA,"SAA_017",NA,NA,"R2","T223","B19",46,4,"trial4","drought",NA,32,62,NA,"L",NA,3.5,2.1,NA,42,11.6,11.6,NA,NA,28,NA,NA,NA,NA,NA,312.984,1531.993,1531.993,NA,NA,NA,1449.182,11.6
"6181","16ACC01726.000","Pal16C_drt",65,1726,NA,"DAB_589",NA,"SAB514xBRB211","R2","T132","B19",46,3,"trial4","drought",NA,32,62,NA,"B",NA,3.5,2.1,NA,40,11.9,11.9,NA,NA,24,NA,NA,NA,NA,NA,258.552,1261.264,1324.327,NA,NA,NA,1193.088,11.9
"6182","16ACC01727.000","Pal16C_drt",65,1727,NA,"DAN_017",NA,"(SAB730 x KATB1) x NUA 424","R2","T246","B19",46,2,"trial4","drought",NA,33,63,NA,"L",NA,3.5,2.1,NA,32,11.8,11.8,NA,NA,26,NA,NA,NA,NA,NA,301.158,1470.772,1930.388,NA,NA,NA,1391.27,11.8
"6183","16ACC01728.000","Pal16C_drt",65,1728,NA,"ACC_008",NA,"RMA52 x SAB516","R2","T26","B19",46,1,"trial4","drought",NA,33,63,NA,"L",NA,3.5,2.1,NA,31,11.4,11.4,NA,NA,27,NA,NA,NA,NA,NA,312.984,1535.459,2080.299,NA,NA,NA,1452.461,11.4
"6184","16ACC01729.000","Pal16C_drt",65,1729,NA,"DAN_023",NA,"(SAB645 x KATB9) x NUA 424","R2","T252","B21",46,25,"trial4","drought",NA,33,62,NA,"L",NA,3.5,2.1,NA,39,12.2,12.2,NA,NA,28,NA,NA,NA,NA,NA,294.84,1433.386,1543.647,NA,NA,NA,1355.906,12.2
"6185","16ACC01730.000","Pal16C_drt",65,1730,NA,"DAB_581",NA,"BRB211xRMC57","R2","T119","B21",46,26,"trial4","drought",NA,33,62,NA,"L",NA,3.5,2.1,NA,44,12.6,12.6,NA,NA,29,NA,NA,NA,NA,NA,349.272,1690.275,1613.445,NA,NA,NA,1598.909,12.6
"6186","16ACC01731.000","Pal16C_drt",65,1731,"14ACC01399.000","DAA_091","SA  26744-(M)CF2-1C-(CM)C-(M)C","DAB  525 x DAB  302","R2","T363","B21",46,27,"trial4","drought",NA,34,63,NA,"L",NA,3.5,2.1,NA,40,11.1,11.1,NA,NA,25,NA,NA,NA,NA,NA,358.344,1763.941,1852.138,NA,NA,NA,1668.593,11.1
"6187","16ACC01732.000","Pal16C_drt",65,1732,NA,"AFR_298",NA,"G6592 x A487","R2","T65","B21",46,28,"trial4","drought",NA,34,63,NA,"B",NA,3.5,2.1,NA,42,11.6,11.6,NA,NA,31,NA,NA,NA,NA,NA,340.2,1665.209,1665.209,NA,NA,NA,1575.198,11.6
"6188","16ACC01733.000","Pal16C_drt",65,1733,NA,"DAN_002",NA,"(SAB645 x KATB1) x NUA 424","R2","T231","B21",46,29,"trial4","drought",NA,34,62,NA,"B",NA,3.5,2.1,NA,42,11.4,11.4,NA,NA,29,NA,NA,NA,NA,NA,258.552,1268.422,1268.422,NA,NA,NA,1199.859,11.4
"6189","16ACC01734.000","Pal16C_drt",65,1734,"14ACC01587.000","DAA_120",".  24826 - (M)W F2-18Z_(CM)Z-1Z-(CM)Z-(M)Z)","SAB576 x BRB214","R2","T373","B21",46,30,"trial4","drought",NA,34,62,NA,"B",NA,3.5,2.1,NA,42,11.5,11.5,NA,NA,29,NA,NA,NA,NA,NA,362.88,1778.233,1778.233,NA,NA,NA,1682.112,11.5
"6190","16ACC01735.000","Pal16C_drt",65,1735,NA,"DAB_570",NA,"SUG47xBRB25","R2","T105","B21",46,31,"trial4","drought",NA,34,62,NA,"L",NA,3.5,2.1,NA,40,11.5,11.5,NA,NA,29,NA,NA,NA,NA,NA,249.48,1222.535,1283.662,NA,NA,NA,1156.452,11.5
"6191","16ACC01736.000","Pal16C_drt",65,1736,NA,"DAB_052",NA,"SEQ11 x PAN127","R2","T213","B21",46,32,"trial4","drought",NA,32,63,NA,"B",NA,3.5,2.1,NA,39,11.2,11.2,NA,NA,21,NA,NA,NA,NA,NA,408.24,2007.293,2161.7,NA,NA,NA,1898.791,11.2
"6192","16ACC01737.000","Pal16C_drt",65,1737,NA,"DAB_105",NA,"RAA21 x CAL143","R2","T158","B21",46,33,"trial4","drought",NA,31,63,NA,"L",NA,3.2,1.92,NA,38,11.4,11.6,NA,NA,23,NA,NA,NA,NA,NA,136.89,732.8656,740.5799,NA,NA,NA,634.5467,11.5
"6193","16ACC01738.000","Pal16C_drt",65,1738,NA,"DAB_600",NA,"SUG47xAFR298","R2","T99","B22",46,34,"trial4","drought",NA,NA,63,NA,NA,NA,3.5,2.1,NA,39,11.4,11.4,NA,NA,40,NA,NA,NA,NA,NA,331.128,1624.471,1749.43,NA,NA,NA,1536.661,11.4
"6194","16ACC01739.000","Pal16C_drt",65,1739,NA,"DAB_925",NA,"SAB725 x KATB1","R2","T58","B22",46,35,"trial4","drought",NA,32,63,NA,"B",NA,3.5,2.1,NA,40,11.3,11.6,NA,NA,24,NA,NA,NA,NA,NA,226.8,1110.14,1165.647,NA,NA,NA,1051.32,11.5
"6195","16ACC01740.000","Pal16C_drt",65,1740,NA,"COS_016",NA,"BAT1387 x G17668","R2","T193","B22",46,36,"trial4","drought",NA,31,62,NA,"L",NA,3.5,2.1,NA,27,11.5,11.6,NA,NA,24,NA,NA,NA,NA,NA,163.296,799.3005,1243.356,NA,NA,NA,756.9503,11.5
"6196","16ACC01741.000","Pal16C_drt",65,1741,NA,"RAA_030",NA,"AFR291 x ( DRK9 x AFR188 )","R2","T186","B22",46,37,"trial4","drought",NA,31,62,NA,"B",NA,3.5,2.1,NA,41,12.2,12.2,NA,NA,23,NA,NA,NA,NA,NA,346.788,1685.935,1727.055,NA,NA,NA,1594.803,12.2
"6197","16ACC01742.000","Pal16C_drt",65,1742,"14ACC00383.000","DAA_155","SZ  17572-4C F2-(CM)C-11C-(CM)C-(M)C","(SAB  659xMAZ   21) X DAB  489","R2","T316","B22",46,38,"trial4","drought",NA,32,62,NA,"L",NA,3.5,2.1,NA,45,11.3,11.3,NA,NA,27,NA,NA,NA,NA,NA,344.736,1693.139,1580.263,NA,NA,NA,1601.618,11.3
"6198","16ACC01743.000","Pal16C_drt",65,1743,"14ACC01185.000","DAA_015","AS  17570-1C F2-(CM)C-2C-(CM)C-(M)C","(SAP    1-15xSAB  659) X DAB  441","R2","T345","B22",46,39,"trial4","drought",NA,32,62,NA,"B",NA,3.5,2.1,NA,43,11.4,11.4,NA,NA,33,NA,NA,NA,NA,NA,314.847,1544.598,1508.677,NA,NA,NA,1461.106,11.4
"6199","16ACC01744.000","Pal16C_drt",65,1744,NA,"DAN_025",NA,"(SAB659 x KATB9) x NUA35","R2","T254","B22",46,40,"trial4","drought",NA,32,63,NA,"B",NA,3.5,2.1,NA,44,12,11.6,NA,NA,28,NA,NA,NA,NA,NA,226.8,1110.14,1059.679,NA,NA,NA,1051.32,11.5
"6200","16ACC01745.000","Pal16C_drt",65,1745,NA,"LPA_122",NA,NA,"R2","T292","B22",46,41,"trial4","drought",NA,32,62,NA,"BYR",NA,2.8,1.68,NA,34,11.3,11.6,NA,NA,30,NA,NA,NA,NA,NA,136.08,832.6047,822.8093,NA,NA,NA,630.792,11.5
"6201","16ACC01746.000","Pal16C_drt",65,1746,"13APD02184.000","LPA_774",NA,"CIM9314-36 X (SUG47 X BRB25) X (SUG47 X USA77)","R2","T302","B22",46,42,"trial4","drought",NA,32,62,NA,"L",NA,3.2,1.92,NA,35,11.1,11.1,NA,NA,33,NA,NA,NA,NA,NA,254.016,1367.613,1500.467,NA,NA,NA,1182.8,11.1
"6202","16ACC01747.000","Pal16C_drt",65,1747,NA,"DAB_930",NA,"SAB675 x KATB1","R2","T51","B22",45,42,"trial4","drought",NA,32,62,NA,"L",NA,3.5,2.1,NA,38,11.3,11.3,NA,NA,34,NA,NA,NA,NA,NA,408.24,2005.033,2216.089,NA,NA,NA,1896.652,11.3
"6203","16ACC01748.000","Pal16C_drt",65,1748,NA,"SEQ_1027",NA,"CAL113 x KID26","R2","T199","B22",45,41,"trial4","drought",NA,32,62,NA,NA,NA,2.9,1.74,NA,35,12.3,12.3,NA,NA,35,NA,NA,NA,NA,NA,342.225,2005.689,1994.228,NA,NA,NA,1572.027,12.3
"6204","16ACC01749.000","Pal16C_drt",65,1749,"14ACC00328.000","DAA_012","SZ  17572-4C F2-(CM)C-7C-(CM)C-(M)C","(SAB  659xMAZ   21) X DAB  489","R2","T309","B22",45,40,"trial4","drought",NA,32,62,NA,"B",NA,3.5,2.1,NA,40,11.4,11.4,NA,NA,33,NA,NA,NA,NA,NA,340.2,1668.977,1752.426,NA,NA,NA,1578.762,11.4
"6205","16ACC01750.000","Pal16C_drt",65,1750,NA,"DOR_390",NA,NA,"R2","T378","B22",45,39,"trial4","drought",NA,NA,NA,NA,NA,NA,3.5,2.1,NA,44,11.4,11.4,NA,NA,17,NA,NA,NA,NA,NA,376.488,1847.001,1763.046,NA,NA,NA,1747.163,11.4
"6206","16ACC01751.000","Pal16C_drt",65,1751,NA,"ACC_005",NA,"SAB659 x (VAX6 x BRB264)","R2","T32","B22",45,38,"trial4","drought",NA,32,63,NA,"B",NA,3.5,2.1,NA,39,11.6,11.6,NA,NA,32,NA,NA,NA,NA,NA,205.335,1005.073,1082.386,NA,NA,NA,951.82,11.5
"6207","16ACC01752.000","Pal16C_drt",65,1752,NA,"SAB_686",NA,NA,"R2","T384","B22",45,37,"trial4","drought",NA,33,62,NA,"L",NA,3.5,2.1,NA,40,12,12,NA,NA,26,NA,NA,NA,NA,NA,326.592,1591.367,1670.936,NA,NA,NA,1505.348,12
"6208","16ACC01753.000","Pal16C_drt",65,1753,"14ACC00572.000","DAA_125","NA  26680-22C F2-(CM)C-7C-(CM)C-(M)C","(NUA357 x MAZ26) x DAB555","R2","T339","B22",45,36,"trial4","drought",NA,33,63,NA,"L",NA,2.9,1.74,NA,34,12.3,12.3,NA,NA,27,NA,NA,NA,NA,NA,349.272,2046.99,2095.154,NA,NA,NA,1604.397,12.3
"6209","16ACC01754.000","Pal16C_drt",65,1754,NA,"MAZ_021",NA,"(SAB617 x SAB621) x (BRB264 x RAZ104)","R2","T172","B22",45,35,"trial4","drought",NA,33,63,NA,"L",NA,3.1,1.86,NA,34,12.1,11.6,NA,NA,25,NA,NA,NA,NA,NA,163.296,902.436,987.3712,NA,NA,NA,756.9503,11.5
"6210","16ACC01755.000","Pal16C_drt",65,1755,NA,"DAB_489",NA,"(RED CANADIAN WONDERxSAB  626)   X SAB  679","R2","T68","B22",45,34,"trial4","drought",NA,33,63,NA,"L",NA,3.5,2.1,NA,44,11.3,11.3,NA,NA,27,NA,NA,NA,NA,NA,408.24,2005.033,1913.895,NA,NA,NA,1896.652,11.3
"6211","16ACC01756.000","Pal16C_drt",65,1756,NA,"NUA_537",NA,"AFR298 x BID29","R2","T227","B21",45,33,"trial4","drought",NA,33,63,NA,"B",NA,3.5,2.1,NA,40,12.4,11.6,NA,NA,31,NA,NA,NA,NA,NA,226.8,1110.14,1165.647,NA,NA,NA,1051.32,11.5
"6212","16ACC01757.000","Pal16C_drt",65,1757,NA,"DAB_109",NA,"RAA21 x R.C.WONDER","R2","T218","B21",45,32,"trial4","drought",NA,33,63,NA,"L",NA,3.5,2.1,NA,39,12,12,NA,NA,32,NA,NA,NA,NA,NA,335.664,1635.572,1761.385,NA,NA,NA,1547.163,12
"6213","16ACC01758.000","Pal16C_drt",65,1758,NA,"DAB_295",NA,NA,"R2","T391","B21",45,31,"trial4","drought",NA,33,63,NA,"L",NA,3.2,1.92,NA,44,11.1,11.1,NA,NA,30,NA,NA,NA,NA,NA,340.2,1831.624,1598.508,NA,NA,NA,1584.107,11.1
"6214","16ACC01759.000","Pal16C_drt",65,1759,NA,"DAN_019",NA,"(SAB730 x KATB1) x NUA 424","R2","T248","B21",45,30,"trial4","drought",NA,33,62,NA,"BYR",NA,3.5,2.1,NA,47,11,11,NA,NA,27,NA,NA,NA,NA,NA,417.312,2056.521,1837.742,NA,NA,NA,1945.358,11
"6215","16ACC01760.000","Pal16C_drt",65,1760,NA,"LPA_530",NA,"SAB645 x (PVA773 x AFR298) x (PVA773 x USA63)","R2","T165","B21",45,29,"trial4","drought",NA,33,62,NA,"B",NA,3.5,2.1,NA,44,11.5,11.5,NA,NA,28,NA,NA,NA,NA,NA,376.488,1844.916,1761.056,NA,NA,NA,1745.191,11.5
"6216","16ACC01761.000","Pal16C_drt",65,1761,NA,"SAB_576",NA,"ABA36/ICA QUIMBAYA//SAB258","R2","T182","B21",45,28,"trial4","drought",NA,33,62,NA,"B",NA,3.1,1.86,NA,33,11.4,11.6,NA,NA,29,NA,NA,NA,NA,NA,222.264,1228.316,1384.647,NA,NA,NA,1030.294,11.5
"6217","16ACC01762.000","Pal16C_drt",65,1762,NA,"RAA_034",NA,"AND981 x AND1007","R2","T187","B21",45,27,"trial4","drought",NA,NA,NA,NA,NA,NA,3.5,2.1,NA,36,12.5,12.5,NA,NA,32,NA,NA,NA,NA,NA,308.448,1494.419,1743.488,NA,NA,NA,1413.639,12.5
"6218","16ACC01763.000","Pal16C_drt",65,1763,NA,"SEN_056",NA,NA,"R2","T389","B21",45,26,"trial4","drought",NA,NA,NA,NA,"M",NA,3.5,2.1,NA,48,12.2,12.2,NA,NA,18,NA,NA,NA,NA,NA,562.464,2734.46,2392.652,NA,NA,NA,2586.651,12.2
"6219","16ACC01764.000","Pal16C_drt",65,1764,NA,"LPA_406",NA,"(SUG47 X AFR298) X (SUG47 X USA63) X CMB107","R2","T306","B21",45,25,"trial4","drought",NA,32,62,NA,"B",NA,3.5,2.1,NA,38,11.9,11.6,NA,NA,29,NA,NA,NA,NA,NA,199.584,976.9228,1079.757,NA,NA,NA,925.1615,11.5
"6220","16ACC01765.000","Pal16C_drt",65,1765,"14ACC01412.000","DAA_086","SA  26744-(M)CF2-2C-(CM)C-(M)C","DAB  525 x DAB  302","R3","T355","B21",44,25,"trial4","drought",NA,32,62,NA,"B",NA,3.5,2.1,NA,47,11.8,11.8,NA,NA,26,NA,NA,NA,NA,NA,394.632,1927.273,1722.244,NA,NA,NA,1823.096,11.8
"6221","16ACC01766.000","Pal16C_drt",65,1766,NA,"DAB_441",NA,"(SAB  630xPAN  127) X SAB  676","R3","T69","B21",44,26,"trial4","drought",NA,33,62,NA,"L",NA,3.5,2.1,NA,50,11.3,11.3,NA,NA,24,NA,NA,NA,NA,NA,526.176,2584.264,2170.782,NA,NA,NA,2444.574,11.3
"6222","16ACC01767.000","Pal16C_drt",65,1767,NA,"DAB_926",NA,"SAB712 x KATB1","R3","T53","B21",44,27,"trial4","drought",NA,33,63,NA,"B",NA,3.1,1.86,NA,39,11,11,NA,NA,25,NA,NA,NA,NA,NA,250.965,1396.342,1331.895,NA,NA,NA,1169.908,11
"6223","16ACC01768.000","Pal16C_drt",65,1768,NA,"DAB_602",NA,"SUG47xAFR298","R3","T98","B21",44,28,"trial4","drought",NA,31,63,NA,"BYR",NA,3.5,2.1,NA,45,12.1,12.1,NA,NA,27,NA,NA,NA,NA,NA,362.88,1766.177,1648.432,NA,NA,NA,1670.708,12.1
"6224","16ACC01769.000","Pal16C_drt",65,1769,NA,"DAB_633",NA,"SAB576xBRB215","R3","T153","B21",44,29,"trial4","drought",NA,32,63,NA,"L",NA,3.5,2.1,NA,40,11.9,11.9,NA,NA,26,NA,NA,NA,NA,NA,308.448,1504.666,1579.899,NA,NA,NA,1423.333,11.9
"6225","16ACC01770.000","Pal16C_drt",65,1770,"14ACC01417.000","DAA_100","SA  26742-(M)CF2-12C-(CM)C-(M)C","DAB  295 x DAB  302","R3","T359","B21",44,30,"trial4","drought",NA,32,63,NA,"L",NA,3.5,2.1,NA,45,11.1,11.1,NA,NA,39,NA,NA,NA,NA,NA,480.816,2366.807,2209.02,NA,NA,NA,2238.872,11.1
"6226","16ACC01771.000","Pal16C_drt",65,1771,"14ACC01562.000","DAA_119",".  25239-  2 W F2_(CM)Z-(CM)W-2Z-(CM)Z-(M)Z)","(RMA69 x RAZ170) x DRK156","R3","T372","B21",44,31,"trial4","drought",NA,32,63,NA,"L",NA,3.5,2.1,NA,43,11.3,11.3,NA,NA,26,NA,NA,NA,NA,NA,331.128,1626.304,1588.483,NA,NA,NA,1538.396,11.3
"6227","16ACC01772.000","Pal16C_drt",65,1772,NA,"DAA_001",NA,"DAB62 x SAB621","R3","T255","B21",44,32,"trial4","drought",NA,32,62,NA,"L",NA,3.5,2.1,NA,35,11.8,11.8,NA,NA,22,NA,NA,NA,NA,NA,299.376,1462.069,1754.483,NA,NA,NA,1383.038,11.8
"6228","16ACC01773.000","Pal16C_drt",65,1773,NA,"AFR_619",NA,"A484 x G4523","R3","T100","B21",44,33,"trial4","drought",NA,NA,62,NA,NA,NA,3,1.8,NA,34,10.2,11.6,NA,NA,24,NA,NA,NA,NA,NA,108.864,621.6781,658.2474,NA,NA,NA,504.6336,11.5
"6229","16ACC01774.000","Pal16C_drt",65,1774,NA,"DAB_573",NA,"PVA773xAFR298","R3","T109","B22",44,34,"trial4","drought",NA,33,62,NA,"B",NA,3.5,2.1,NA,49,11.3,11.3,NA,NA,30,NA,NA,NA,NA,NA,317.52,1559.47,1336.688,NA,NA,NA,1475.174,11.3
"6230","16ACC01775.000","Pal16C_drt",65,1775,"14ACC00331.000","DAA_151","SZ  17572-4C F2-(CM)C-10C-(CM)C-(M)C","(SAB  659xMAZ   21) X DAB  489","R3","T313","B22",44,35,"trial4","drought",NA,32,62,NA,"B",NA,3.5,2.1,NA,37,11.5,11.5,NA,NA,39,NA,NA,NA,NA,NA,312.984,1533.726,1740.986,NA,NA,NA,1450.821,11.5
"6231","16ACC01776.000","Pal16C_drt",65,1776,NA,"DAB_605",NA,"SUG47xBRB25","R3","T106","B22",44,36,"trial4","drought",NA,32,62,NA,"L",NA,3.5,2.1,NA,42,11.3,11.3,NA,NA,33,NA,NA,NA,NA,NA,331.128,1626.304,1626.304,NA,NA,NA,1538.396,11.3
"6232","16ACC01777.000","Pal16C_drt",65,1777,NA,"LPA_530",NA,"SAB645 x (PVA773 x AFR298) x (PVA773 x USA63)","R3","T165","B22",44,37,"trial4","drought",NA,34,62,NA,"B",NA,3.5,2.1,NA,40,11.6,11.6,NA,NA,27,NA,NA,NA,NA,NA,340.2,1665.209,1748.47,NA,NA,NA,1575.198,11.6
"6233","16ACC01778.000","Pal16C_drt",65,1778,NA,"DAN_011",NA,"(SAB675 x KATB1) x NUA35","R3","T240","B22",44,38,"trial4","drought",NA,34,63,NA,"B",NA,3.5,2.1,NA,43,11.5,11.5,NA,NA,26,NA,NA,NA,NA,NA,331.128,1622.637,1584.901,NA,NA,NA,1534.927,11.5
"6234","16ACC01779.000","Pal16C_drt",65,1779,NA,"CAL_096",NA,NA,"R3","T390","B22",44,39,"trial4","drought",NA,34,63,NA,"B",NA,3.5,2.1,NA,41,12.1,12.1,NA,NA,35,NA,NA,NA,NA,NA,294.84,1435.019,1470.019,NA,NA,NA,1357.45,12.1
"6235","16ACC01780.000","Pal16C_drt",65,1780,NA,"DAB_580",NA,"BRB211xRMC57","R3","T118","B22",44,40,"trial4","drought",NA,34,62,NA,"B",NA,3.5,2.1,NA,45,11.3,11.3,NA,NA,30,NA,NA,NA,NA,NA,294.84,1448.079,1351.54,NA,NA,NA,1369.805,11.3
"6236","16ACC01781.000","Pal16C_drt",65,1781,NA,"DAB_906",NA,"SAB645 x KATB9","R3","T9","B22",44,41,"trial4","drought",NA,33,62,NA,"L",NA,3.1,1.86,NA,35,11,11,NA,NA,27,NA,NA,NA,NA,NA,303.912,1690.933,1797.22,NA,NA,NA,1416.728,11
"6237","16ACC01782.000","Pal16C_drt",65,1782,NA,"CMB_105",NA,NA,"R3","T286","B22",44,42,"trial4","drought",NA,32,62,NA,"L",NA,3.5,2.1,NA,39,12.3,12.3,NA,NA,32,NA,NA,NA,NA,NA,250.965,1218.695,1312.441,NA,NA,NA,1152.82,12.3
"6238","16ACC01783.000","Pal16C_drt",65,1783,NA,"DAA_010",NA,"DAB105 x SAB621","R3","T261","B22",43,42,"trial4","drought",NA,32,62,NA,"L",NA,3.1,1.86,NA,42,12.6,12.6,NA,NA,31,NA,NA,NA,NA,NA,349.272,1908.375,1690.275,NA,NA,NA,1598.909,12.6
"6239","16ACC01784.000","Pal16C_drt",65,1784,NA,"DAB_929",NA,"SAB725 x KATB1","R3","T57","B22",43,41,"trial4","drought",NA,32,63,NA,"B",NA,3.5,2.1,NA,43,11.8,11.8,NA,NA,31,NA,NA,NA,NA,NA,331.128,1617.137,1579.529,NA,NA,NA,1529.724,11.8
"6240","16ACC01785.000","Pal16C_drt",65,1785,"14ACC00529.000","DAA_166","NA  26677-25C F2-(CM)C-5C-(CM)C-(M)C","(NUA103 x MAZ32) x DAB441","R3","T342","B22",43,40,"trial4","drought",NA,34,63,NA,"L",NA,3.5,2.1,NA,39,10.9,10.9,NA,NA,40,NA,NA,NA,NA,NA,421.848,2081.21,2241.303,NA,NA,NA,1968.712,10.9
"6241","16ACC01786.000","Pal16C_drt",65,1786,NA,"CMB_014",NA,NA,"R3","T277","B22",43,39,"trial4","drought",NA,34,63,NA,"BYR",NA,3.1,1.86,NA,40,11,11,NA,NA,27,NA,NA,NA,NA,NA,250.965,1396.342,1298.598,NA,NA,NA,1169.908,11
"6242","16ACC01787.000","Pal16C_drt",65,1787,NA,"DAN_006",NA,"(SAB659 x KATB1) x NUA 428","R3","T235","B22",43,38,"trial4","drought",NA,33,62,NA,"B",NA,3.1,1.86,NA,32,11.4,11.4,NA,NA,24,NA,NA,NA,NA,NA,281.232,1557.712,1810.84,NA,NA,NA,1305.11,11.4
"6243","16ACC01788.000","Pal16C_drt",65,1788,NA,"NUA_368",NA,"NUA35 x (CAL96 x G23823E)","R3","T145","B22",43,37,"trial4","drought",NA,NA,62,NA,NA,NA,3.5,2.1,NA,39,11.5,11.5,NA,NA,49,NA,NA,NA,NA,NA,335.664,1644.865,1771.393,NA,NA,NA,1555.953,11.5
"6244","16ACC01789.000","Pal16C_drt",65,1789,NA,"SAB_516",NA,"ABA36/ICA QUIMBAYA//SAB258","R3","T179","B22",43,36,"trial4","drought",NA,33,62,NA,"L",NA,3.5,2.1,NA,40,11.4,11.4,NA,NA,33,NA,NA,NA,NA,NA,360.477,1768.453,1856.876,NA,NA,NA,1672.861,11.4
"6245","16ACC01790.000","Pal16C_drt",65,1790,NA,"DAB_930",NA,"SAB675 x KATB1","R3","T51","B22",43,35,"trial4","drought",NA,32,62,NA,"L",NA,3.5,2.1,NA,39,11.9,11.9,NA,NA,33,NA,NA,NA,NA,NA,323.973,1580.4,1701.969,NA,NA,NA,1494.973,11.9
"6246","16ACC01791.000","Pal16C_drt",65,1791,NA,"RAA_034",NA,NA,"R3","T393","B22",43,34,"trial4","drought",NA,NA,62,NA,NA,NA,2.5,1.5,NA,18,11.1,11.1,NA,NA,38,NA,NA,NA,NA,NA,294.84,2031.882,3386.47,NA,NA,NA,1372.893,11.1
"6247","16ACC01792.000","Pal16C_drt",65,1792,NA,"SAB_560",NA,NA,"R3","T388","B21",43,33,"trial4","drought",NA,32,62,NA,"L",NA,3.5,2.1,NA,50,11.9,11.9,NA,NA,23,NA,NA,NA,NA,NA,430.92,2102.107,1765.77,NA,NA,NA,1988.48,11.9
"6248","16ACC01793.000","Pal16C_drt",65,1793,NA,"CMB_043",NA,NA,"R3","T280","B21",43,32,"trial4","drought",NA,32,62,NA,"L",NA,2.8,1.68,NA,32,11,11.6,NA,NA,33,NA,NA,NA,NA,NA,217.728,1332.167,1398.776,NA,NA,NA,1009.267,11.5
"6249","16ACC01794.000","Pal16C_drt",65,1794,NA,"AFR_735",NA,"T23 x AND924","R3","T219","B21",43,31,"trial4","drought",NA,33,62,NA,"B",NA,3.5,2.1,NA,45,11.4,11.4,NA,NA,29,NA,NA,NA,NA,NA,362.88,1780.242,1661.559,NA,NA,NA,1684.013,11.4
"6250","16ACC01795.000","Pal16C_drt",65,1795,NA,"DAB_584",NA,"SEQ1004xBRB266","R3","T123","B21",43,30,"trial4","drought",NA,33,63,NA,"L",NA,2.6,1.56,NA,37,11.3,11.3,NA,NA,30,NA,NA,NA,NA,NA,358.344,2369.194,1997.807,NA,NA,NA,1664.839,11.3
"6251","16ACC01796.000","Pal16C_drt",65,1796,NA,"DAB_615",NA,"SEQ1006xBRB266","R3","T129","B21",43,29,"trial4","drought",NA,33,63,NA,"L",NA,3.5,2.1,NA,45,13,13,NA,NA,30,NA,NA,NA,NA,NA,439.992,2119.563,1978.259,NA,NA,NA,2004.992,13
"6252","16ACC01797.000","Pal16C_drt",65,1797,"14ACC00169.000","NDZ_008","NA  26684-47C F2-(CM)C-2C-(CM)C-(M)C","(NUA537 x MAZ32) x DAB261","R3","T325","B21",43,28,"trial4","drought",NA,33,62,NA,"L",NA,3.5,2.1,NA,44,11.3,11.3,NA,NA,25,NA,NA,NA,NA,NA,401.544,1972.146,1882.503,NA,NA,NA,1865.543,11.3
"6253","16ACC01798.000","Pal16C_drt",65,1798,NA,"DAB_934",NA,"SAB713 x KATB1","R3","T55","B21",43,27,"trial4","drought",NA,33,62,NA,"B",NA,3.5,2.1,NA,40,11.3,11.3,NA,NA,20,NA,NA,NA,NA,NA,349.272,1715.417,1801.188,NA,NA,NA,1622.692,11.3
"6254","16ACC01799.000","Pal16C_drt",65,1799,NA,"DAB_398",NA,"(CAL  143xSAB  620) X SAB  626","R3","T85","B21",43,26,"trial4","drought",NA,33,62,NA,"L",NA,3.5,2.1,NA,46,11.4,11.4,NA,NA,30,NA,NA,NA,NA,NA,471.744,2314.314,2113.07,NA,NA,NA,2189.216,11.4
"6255","16ACC01800.000","Pal16C_drt",65,1800,NA,"BRB_198",NA,"CAL142  x MCR2515","R3","T190","B21",43,25,"trial4","drought",NA,NA,62,NA,NA,NA,3.2,1.92,NA,37,11.2,11.2,NA,NA,34,NA,NA,NA,NA,NA,258.552,1390.469,1443.081,NA,NA,NA,1202.567,11.2
"6256","16ACC01801.000","Pal16C_drt",65,1801,NA,"ACC_026",NA,"((RMA71 x RMC65) x (RMX 2 x BRB266)) x AFR298","R3","T48","B19",42,25,"trial4","drought",NA,32,62,NA,"B",NA,3.5,2.1,NA,44,11.6,11.6,NA,NA,36,NA,NA,NA,NA,NA,412.776,2020.454,1928.615,NA,NA,NA,1911.24,11.6
"6257","16ACC01802.000","Pal16C_drt",65,1802,NA,"SAA_020",NA,NA,"R3","T224","B19",42,26,"trial4","drought",NA,33,63,NA,"B",NA,3.5,2.1,NA,41,12.5,12.5,NA,NA,37,NA,NA,NA,NA,NA,390.096,1890,1936.098,NA,NA,NA,1787.838,12.5
